Stemming,label
identitas asli ganjar pranowo lapang politik anut ideologi marhenisme identitas palsu ganjar pranowo lapang politik orang taat agama televisi ganjar pranowo wudhu sholat,neutral
konteks refleksi refleksi kakak nana paham rakyat paham kakak,neutral
satubrapakah calon pimpin berani rubah hukum koruptor hukum mati,neutral
ham hapus hukum mati hapus dunia maksimal hukum umur hidup,neutral
hukum mati takut jera minimal potong tangan biar tau trauma,negative
tambah pakai bius biar tau sakit,neutral
hukum mati selesai korupsi banyak tangkap ott kaki tangan ajakroco hukum mati kasus henti situ kembang ampas asetdimiskinkan solusi adil,negative
logika gaya sikap anies maju bobot berisibrpemilih indonesia pilih banyak pragmatis mudah tonton cerah,neutral
suruh refleksi cerita sayasaya parah calon presiden,neutral
aduh prabowo tskut refleksi takut tindak,negative
mual orang sok jakarta janji calon,negative
jawabsambil lihat vet rangkaig hati,neutral
ngantuk dengar ganjar kosong prestasi gerombolanjar ganjarrrr ngamokk,negative
swing voter anies oke pilih bacawapresnya questionable iya mari lihat kembang depan,neutral
sepakat dukung prabowo ganjar pranowo pilih anies sosial media brsaya pilih anies sosial media,neutral
hats mati pandji keren banget anjjj,positive
anies statement kongkrit banyak nyata tara adil doang,positive
kali kagum kagum calon presiden indonesia calon presiden beliau tiga klebihan anies ganjar cerdas prabowo jiwa pimpin kuat moga pilih tiga kendali oligarki,positive
heran prabowo lewat jokowi milu moga acara,neutral
calon presiden seblum acara isi kepala calon presiden lihat gagas,neutral
ganjar cerita biasa akting dongeng oligarki sokong kelompok otomatis pihak ganjar,neutral
ganti presiden kali malas miskin brintinya motivasi aksi,negative
kpk suruh bubar efesien mega ganjar kuat mega bilang nurut tau konsekuensi bingung,neutral
prabowo ragu prabowo anies pdi,neutral
anies lagu sehat issue zaman nenek moyang,positive
bak najwa senang gagas anies adem mudah erti hhhh,positive
malu sosial ketimbang kali terima upah gaji bulan terima upah gaji enam terima upah gaji itu potong,neutral
anies keren bicara sayang teman tusuk,positive
anissangat bagus puas dengar gagasannyasemoga presiden indonesia priode amin iya rabb,positive
bahas psn proyek strategis nasional masya allah keren papar anies realita tentu psn,positive
ta urus selesai bajir jakarta kagak selesai selesai eksekusi dunia kerja eksekusi situ taruh mampu sungguh strategi konsep strategi eksekusi orang pintar gagal manajer eksekusi,negative
lobs aman pilih ganjar biar lanjut program megawati pdip,neutral
ngawurr otak tinggal nyablak doangg,negative
realita desa luar pulau jawa berbondongbondong kepala desa peluang korupsi awas perintah,neutral
pusing dengar gagas ganjar njlimet muter erti blunder brmerendahkan orang,negative
coba lihat menit anies nan ludah counter nana kpk tertawa,neutral
anies pintar omong pintar nyusun hasil minim,negative
paket komplit anies baswedanbrsemoga pilih presiden,positive
simak tiga bakal calon presiden anies cerita dongeng ganjar coreng sesuai fakta buat,neutral
betulll usaha rumah nyala line dkiprovinsi jual nyala line,neutral
bakal calon presiden maksud tuju moga doa bismillah alhamdulilah,positive
anies visionergagasan anies dengar milu,positive
moga anies jaga percaya pribadi antusias ubah adil sosial indonesia,neutral
ganjar pranowo juluk bapk desar,neutral
salah kpk tahu koropsi hukum mati,negative
nama refleksi iya ganjar sesuai refleksi,neutral
jam ngabisin kuotabryg bilang papar anies bagus kuota kanbrbranies,positive
calon presiden urut titik iya reason hmm,neutral
bicara kelap bibir suka bohong,negative
rasa peringkat anies ngebosenin dengar diucapkanbrbrganjar lucu menghiburbrbrketiga prabowoterlalu old sekolah tegasbrbrbrbr bismillah insya allah presiden anies,positive
pena prabowo konkrit uang darimana,neutral
anies brganjar brprabowo brbrberdasarkan papar putra baik bangsa pimpin negeri simpul kolom komentar,neutral
sumpah enak dengar bicara anies beda calon presiden,negative
omong anak jakarta kosong persen dobol,negative
orang tonton maghrib dengar calon presiden,neutral
pintar omong enak telinga orang tuli buta,negative
sumpah pocong iya tonton habis,negative
hitung komentar anies sisa ganjar prabowo pilih,neutral
jujur suka nonton acara mata najwa najwa perempuan berani cerdas,positive
gagas tipu tipuseperti dulubrcapres gagasancukup calon presiden rempangdan solusi nyamaka pro rakyatanies,neutral
nilai objektif masalah indonesia hadap mudah paham anies mana jawabanya,neutral
prabowosalam kaltengseluruh keluarga dukung prabowo,neutral
bahas anies realistis nyata sulit tengah hasil atas ump miskin bantu bayar tengah posisi serba salah rasa posisi bilang realistis,neutral
pintar pimpin negara presiden terap gagas realistis omong kosong,negative
buset komentar anies akun bot nama angka randomnya anjing this,neutral
username generate youtube lolbrbrcoba lihat username,neutral
ganjar presiden pangganti jokowibrsemoga ganjar sehat bijaksana tuhan,neutral
pikir keras pilih bakal calon presiden narasi emosional,neutral
dodi naik gaji hitung gaji naik,neutral
anies cocok dosenpak probowo lb cocok ketua partaipak ganjar cocok pimpin negeri cinta indonesia realistiscerdastegas wakil masyarakat miskin daya,positive
track record puluh jabat daerah prov miskin umr rendah,neutral
tertawa ganjar ngomongwaktu mega punmalah bicara tertawa,neutral
anies bicara manis sesuai faktadulu ahy iya manis eh tega,positive
sesuai anies najwa senang potong bicara anies cerca untung anies,positive
dengar ania sadar sosial media buzzer siap muji anies,neutral
lihat kolom komentar dukung anies probowo partai demokrasi indonesia kali nyungsebb,neutral
anies doang bikin tenang jawab masuk logika bawa muter muter lupa,negative
iya omonganya kerja becus anies munafik,negative
lupa tanya lupa nama ganjar mahasiswi dokter,neutral
hebat anies ide gagas wow laksana janji bilang tau brbryang pilih iya lupa janji,positive
ganjar milik pikir optimis data mekanisme solusi ganjar presiden,neutral
gagas ganjar pranowo terobos masuk akal bagus,positive
komentar pilih anies indonesia suka gagas bawa,negative
tarik stand comedy panji hasil omong kosong omong duluan lewat tertawa,neutral
dodi konkrit kotak kota gizi,neutral
segi bicara yohannes oke latar didik guru ptaktek brpraktek kosong lihat jakarta orang jakarta jakarta berisik,neutral
moga anies presiden salam ubah,neutral
saran milu tiada kakak anies baswedan menang persen presiden beliau cerdas amanah prestasi langit,positive
anies anies ikhlas ubah gagas tepatjelas perinci,negative
pantesan umr jawa tengah rendah eh dia suka rendah propesi orang,negative
amahrum kah gusdur prabowolah iklas rayat persiden,neutral
main hp sesuai lagu indonesian raya moga sehat iya,neutral
lihat lihat kam ketat ganjar fakta lihat anies prabowo jalan panggung acara,neutral
ganjar rendah profesi jurnalismc iya,negative
tiga bakal calon presiden keren cerdas argumen brbrsemoga realita pimpin sesuai gagas indonesia butuh aksi argumentasi,neutral
kaca prabowo takut anies obrol introfeksi curhat,neutral
maaf wowobride gagas banyak borongbrsampai brmenurut ide gagas muluk muluk brterlalu brmenurut nilai,negative
bissmillah mashaallahkami dukung anies presiden indonesia,positive
najwa salah rakyat indonesia mudah engkau jaga niatnyapanjang umur suara negeri tercintabrmudah allah beri ilham,positive
kecuali anies tenggelam impi tanam peduli butuh masyarakat indonesia date nafsu kejar nama nama bangsa mata dunia nama bangsa mata masyarakat bangsa,negative
lihat kerja lapang pulang majugo ganjar,neutral
prabowo pimpin cina keping keping,neutral
moga anies ikut jejak sbyselalu berita tangkap korupsi didik gratisbukan bungkam masyarakatdan picu demo tahunseperi,neutral
masya allah bakal calon presiden merinding dengar gagas anies baswedan orang tua beban,neutral
jago kelola lidah jago mmbereskn,positive
jago beres jago tonton gituanueve,positive
ueveseenggaknya junjung kelola daerah provinsi jawa tengah acak gaya bicara anak sd lgibrapa malu,negative
panji ngapaink dtng ngeledek solusi,negative
lihat muka anies aset mimik muka gitu coba perhati iya takut konglo bantu negara hancur bos tertawa,negative
ribu komensaya gulir mentok anies idola,neutral
anies alam pimpin rekam jejak oke indonesia calon presiden,neutral
aura mbak nana beda nyaman sesuai ganjar hehee,positive
panas dukung anies cerdasterkonsep butuh pimpin cerdas plonga plongo boneka partaibrbrbrbra presiden amin,positive
calon wajar air cair calol kalou lali kampus ngadakan tolong ng undang anies gagas,neutral
hypenya seru heboh wadaw serang kiri kanan pilih umum presiden bingung pilih ikut politik periode tarik hati,neutral
proses indonesia negara diri bangsa wilayah nusantara,neutral
nilai capresbr ganjar pranowobr anisbr prabowobrgagasan ganjar maju indonesia tegasbrberbanding anies misi ubah ubah bawabrprabowo kes ekor hasil jokowidan rerlihat tinggal banding calon presiden,neutral
ganjar pranowo bicara fakta data pandai rangkai,neutral
ganjar cerdas mskipun kes sudut kakak nana,neutral
kali grup eo mending sedia mic clipon narasumber,neutral
pilih prabowo padaa sesuai beliau gabung perintah pilih anies baswedan indonesia,neutral
politik prabowo masuk perintah jokowi tulus rendah hati,positive
anies gagas nalar bagus tau eksekusi rata realita batas,positive
tau laku pilih bukti tau lihat track recordnya jabat janji penuh insyaallah depan track recordnya ingkar janji depan,negative
kadang suka bingung orang bilang gagas kerja brpadahal orang kerja giat ide konsep melaksanakanya brklo konsep ide kerja brsemua ide gagas outputnya branies baswedan bismillah presiden,positive
orang jowo pilh snapgram njawani,neutral
anies baswedan milik kapasitas management,neutral
panas acara lihat ganjar cerdas papar gagas depan bangsa audensi najwa sihab anies awang awang prabowo erti panggung papar calon presiden anies prabowo ngawur jawab bagus ganjar,neutral
pilih anies doyan film bokepbrmoralnya retak tau,negative
anies viral tonton porni ganjar,neutral
oh kakak ganjar pranowo pantesan busana gaya aktor porno an,neutral
lihat muka anies grogi habis calon presiden tertawa nyocos truss janji manis seman es teh manis tertawa,negative
pneis mending prabowo suka ganjarsiapa dek pneisjijik tukang bohong bahasa lembut tipu tipupls dek presiden pneis,negative
suka bingung manusia manusia bilang pintar tata kontestan tampil cerdas tata struktur mudah paham rakyat cerewet memang sosok bisu kadang suka herman pikir pikir picik,negative
asn susah terobos baru gmm calon presiden,negative
omong anies basi buka pimpin jakarta,neutral
masyaallah kalimat refleksi anies bermaknabrjaga nama jaga nama bangsa negarabrbismillah,neutral
insyalloh anies indonesia taat orangtua ridho ortua ridho allah bissmillah anies presiden indonesia amin,positive
modal senyum ganjar lek ganjar,neutral
ubah rubah pimpin besar negara pusing ubah rubah,negative
yaela bicara kaca susa prabowo,neutral
bakal calon presiden ganjar papar data akademis simpul logic,neutral
rambut putih ditemenin soo rendah orang,negative
presiden praktek pancasila indonesia jaya,neutral
komen bot anies baswedan kah wkwkwkw,neutral
kuat titik textmenguasai materi layak pimpin,positive
kuat titik obrol calon presiden omong cantik doangbrbrgak layak pimpin bangsa mudah omonganya,negative
orang suka bikin kuat poin kuat enggak punya poin,positive
kuat poin dibuatin ide beda dalem otak,positive
cerdas santun integritas kuat rakyat takwabrmau coba,positive
bismillah mudahmudahan takdir keridhoan allah anies pimpin negara amin kuat hebat usaha allah tentu tetap,positive
jujur dengar mnit bakal calon presiden hati getar kanbrpas prabowo dengar habisbrdan antusias tonton hadir gemuruh beda prabowo tampilbra,positive
sedih haru bangga sosok anies,positive
prabowo ngumpulkan pakar mareformasi kpk,neutral
adu gagas bakal calon presiden inspirasi cerdas maju bangsa negaradengan acara nilai isi kepala calon pimpin indonesia datangbrsemoga hasil pilih umum presiden pimpin cerdas kualitas agam religius visioner amanah istiqomahamin,positive
sebenernye prabowo pribadi positif vibes polos kesi tau,positive
bagus apa gagas sampai dua lanjur kecewa hasil kerja dua probowo moga amanah kelak presiden,negative
coba ganjar mengahapus komunis nenek,neutral
prabowo tulus rayat tni menang persiden,neutral
prabowo tinggal insyaallah indonesia martabat sejahtera pimpin anies ribu amin,positive
orang jakarta janji manis susah percaya padannnya,negative
ganjar mudengbrbeda anies ber integritas top,neutral
menang ih sesuai dengar refleksi anies kaca,neutral
mimpin jakarta negara henti bicara aksi anies lupa janji bikin,neutral
prabowo subianto bangun semangat anak muda membaraaaa,positive
alhamdulilah anies cerah orang ragu beliau sehat anies moga mudah jalan politiknyabraamiin,positive
menang saat dengar refleksi hati hati masyarakat moga pilih iya warga jakarta saksi hidup nyata rekam jejak kerja jakarta nyata banyak ubah jakarta lihat jakarta ubah tingkat beliau,positive
nyata menang gugat warga adil garagara ngeruk sungai kareja lawan sunattullah,negative
benar menang nihbrmana foto mewek tertawa,positive
ganjar mantap bicara data bicara,neutral
jalan hancur hancur omong anies,negative
pimpin terus rakyat juang pimpin optimis berani semangat pimpin cerdas didik tahan mari bangun rakyat alam ide gagas maju negara satu republik indonesia tercintaa,positive
prabowo pantang serah maju indonesia lanjut prabowo,neutral
kali buzzernya contoh buzzer nama akun angka tertawa,neutral
wanjirtr kakak najwa interverensi ganjar pranowo penguaza ngeri,neutral
mari teman rakyat indonesia pakai hati nurani kasih sempat prabowo prabowo almarhum gusdur beliau ikhlas rakyat cawapres dbawah partai ikut pimpin ketua partai alias tugas partai,positive
komentator data pilih calon presiden milik gagas struktur brbrbrjika juara milik mampu skill menang tanda,neutral
penyampaiangaya gagas putra baik bangsa natural,positive
ayo dukung pimpin cinta rakyat kseluruhanbukan cinta dukung,positive
rocky gerung jalan proses polisi panggil,negative
tugiman presentasi visi misi ngambang ganjar gamblang,neutral
rendah kakak najwa pandu acara tertawa modal presentasi bilang nyampain visi misi hafal,neutral
prabowo emosional ganjar muter realistik iya anies mantap arb presiden,neutral
anies boneka paloh habis bicara bingung,negative
realistik retorik bicara harap tugas tgupp,neutral
emosional poin teoritis beda emosional pimpin mudah paham mudah laksana jabat lapang simpel efektif,positive
