;text;label
2381;sayabrmrendah rendah hati ide gagas jelasbrcerdas teksbrsantun meyakinkanbrkalian tau laah;positive
2382;anies teks slide hati nurani;positive
2383;santun manfaatin politik identitas gubernur tahu iq;neutral
2384;indonesia pusat utama lumpung ekonomi dunia jajah londo ireng orang bilang penghianat negara tanah air gagas prabowo subianto prabowo subianto lanjut merdeka warga rakyat republik indonesia cita;neutral
2385;panji nyawa berani nyebut nama cak imin takut nyebut nama;negative
2386;omong komisaris bumn kerja salah bumn kali beliau geleng geleng kepala lihat komisaris;negative
2387;manis lidah pahit provinsi jawa;neutral
2388;mantan prajurit petinggi kesatria gentar manusia;neutral
2389;uu ite kagak ngarti prabowo tangan beliau gerak hilang grogi kakak nana uu ite kriminalisasi kali calon presiden andil rakyat rawan pilih anies baswedan bagus malas lihat pimpin emosional;negative
2390;doa prabowo nomor indonesia allah akbar;positive
2391;komentar malas buzzerrp monitor amplop bancak calon presiden usung partai demokrasi indonesia menang atur skor;neutral
2392;ganjar probowo paham omong anies baswedan doang gagas track record bagus;negative
2393;tiga calon presiden usaha hapus kuasa brsuruh jamin;neutral
2394;nasionalisme emblem rakyat ujung cekik rakyat sehat nasionalisme hormat;negative
2395;ribu komentar baca komentar indah;positive
2396;ganjar banding anies gaya bhsnya cermin pimpin etika bhsnya mnunjukkan bahasa selebritish jiwa kmuda muda pakai akulayaknya artis muda;positive
2397;suka jelangkung megawati keren kakak nazwa undang truss biar tampak ngelesnya uban;neutral
2398;pilih anisss negara aman damai;positive
2399;tarikbrkita bangun negeri inibrbeli pesawat bekas;positive
2400;dukung anisnamun prabowo bicara pilih jatuh tangan prabowobeliau ikhlas tulus indonesiaserta cermin mata sampai;positive
2401;komposisi lengkap intelek tual wakil prabowo presiden wakil;neutral
2402;manfaat makmur rakyat negeri pilih anies haleluya;positive
2403;hebat calon presiden anies baswedan doang sesuai pimpin negeri keren pilih;positive
2404;prabowo doang benerbener ikhlas pintar omong doang;negative
2405;dapat bakal calon presiden anies unggul gagas pimpin intelektual berani pintar kendali cari pimpin milik prinsip kuat indonesia incar orang asing sumber daya alam limpah butuh tahak negera cinta indonesia;neutral
2406;prabowo presidenbranis wakil presiden brkeren;neutral
2407;gagas belaka gimanapun proses kerja nyata brsiapapun presiden harap manis janji manis gagas terap ril indonesia maju;positive
2408;negara butuh pimpin tulus rakyat omong burung beo omong;negative
2409;tulus bangun bangsa hormat martabat mata asingdan bediri atas kaki wibawa cita beliau mati bangsa tersenyumbersemangat gembira prabowo;positive
2410;sedih anies masuk akan jalan kawal ganjar jaga ketat;neutral
2411;suka gagas ganjar pranowo suka partai ketua partai antagonis;neutral
2412;ganjar presentasi slide atur duduk lihat materi hatihati jalur materi omelin ketua umum;neutral
2413;anies baswedan calon presiden track recordnya bukti nyata harga tingkat nasional tingkat internasional;neutral
2414;moga siappaun ygtroilih sah hak rakyat amnah bangsa aman cinta damai adil sejhyra pancasila bhineka tunggal ika ikasmg pilores ygvkorban jiwa lambat selamat smeua urus atas amin;positive
2415;poin korupsi prabowo anti sakit serang efek tuhan bless prabowo;neutral
2416;habis tonton yakinya anies adem degdegkan;positive
2417;kocak prabowo stand banding panji;neutral
2418;biasaanis teoritisprabowo normatif ganjar inisiatif eksekutif;neutral
2419;indonesia rugi anies presiden indonesia saing panggung internasional anies pilihanya saluttt;neutral
2420;bakal calon presiden gagas luasjelas taktis anies prabowokeduanya butuh indonesia brsiapapun presiden calon cermin karakter bangsa indonesia;negative
2421;mulut manisjanji manis sesuai nama anies tipu kah gen;negative
2422;narasi materi jelas bowoterzirat abdi bangsa tulus ikhlas;positive
2423;gaji karyawan usaha mikro standar anies;neutral
2424;foto jokowipasti cobosbrgak kasih janji janji mimpi indah lagikarena janji janji bukti;negative
2425;pikir negara moyang joko bodoh kali lihat;negative
2426;komen pro anies baswedan unggul optimis pilih prabowo;neutral
2427;segi data riset aspek tinjau jiwa bangsa bawa prabowo baik bismillah prabowo pahlawan beliau salah tokoh nyata cinta bangsa lebih;positive
2428;pilih anies baswedan pimpin negara suka bikin janji prabowo penghianat ganjar pranowo suka tindas rakyat;neutral
2429;investasi hamil sekolah sd maksud biaya biaya uang investasi anies;neutral
2430;uang apbn apbn jadi jamin bayar bunga hutang kereta cepat biaya bengkak;neutral
2431;bakal calon presiden kampanye milik gagas hati pilih sentuh kenyataanya jabat beda visi misi kampanye cari alam rakyat indonesia;negative
2432;bantu komando kasih tepuk tangan tonton otomatis tepuk tangan sisi respons audience gagas terima bakal calon presiden;neutral
2433;salam daerah batas talaudmantap mata najwa;positive
2434;pakta grup ganjar jelek prabowobrpaktanya ganjar becus urus jawa brpaktanya ganjar seret kartu tanda duduk elektronik;neutral
2435;prabowo lucu tampil dagelanpelawak bangsa;neutral
2436;kakak nana bagus dosen universitas indonesia jurnalis inspirasi universitas indonesia indonesia kenal kakak nana bayang dosen universitas indonesia iya kenal ilmu mahasiswa universitas indonesia ganjar ganjar lucu jancuk hina aduh;neutral
2437;calon presiden terlebay jatuh rambut putihgak jelasyg jadi presiden kacau;negative
2438;akun buzzer iya tengok jawab pakai font;neutral
2439;mohon maaf suara disinisilahkan komentar bijak politiksemua hak keluar dapat hasut orang;neutral
2440;anies religius patriot nasionalis dukung presiden indonesia;neutral
2441;hormat tegak jenderal prabowo subianto;neutral
2442;orang pintar negara orang iklas negara bismillah prabowo kemarin pilih jokowi prabowo;positive
2443;bismillah moga anies pimpin indonesia amin;positive
2444;pilih anies presiden prabowo tidak apa ganjar planga plongo jilid;neutral
2445;ganjar banyak omong gagas melempem banyak retorika main doang;negative
2446;rugi indonesia anies presiden harap cerah disiasiakan jaya indonesia;neutral
2447;mohon maaf prabowo usang obsolete kembang butuh zaman;negative
2448;hahahaa politik entar presiden hak rakyat politikin;positive
2449;janji prabowo palsu hadap rakyat timbul tenggelam omong kosong;negative
2450;iya presiden indonesia orang jawa;neutral
2451;masyaallah baik diskusi bakal calon presiden cuplik potong bicara gus dur orang ikhlas bangsa;neutral
2452;iya pikir pintar kir anies ganjar pintar menang legowo fakta orang pilih pintar indonesia;neutral
2453;presentasi prabowo buruk antar struktur miskin narasi program kunci strategi critical pathnya null;neutral
2454;lihat pakai kemeja hitam lihat aktor style bahasa tubuh gebu model tong kosong nyaring bunyi fyi dukung anies prabowo;neutral
2455;lepas calon presiden hadir presentasi ucap terima kasih najwa shihab serta tim hasil gemilang wujud acara keren salam;positive
2456;tuju trimakasih kakak nana hitung kontribusi kakak najwa politik seni thankyou tuhan always protect bless;positive
2457;singgung tuhan kati semangat ganjar pranowo;neutral
2458;refleksi prabowo milik nilai pikir rakyat;neutral
2459;jokowi bilang jahat tega prabowo bilang pilih aman bisnis timbul tenggelam rakyat timbul rakyat biar tenggelam;negative
2460;cari kampanye mesti pilih umum presiden penuh iba rakyat tragedi kanjuruhan dicuekin tani teriak pupuk mahal dicuekin subsidi pupuk cabut uu cipraker uu sehat bijak impor uu migas;negative
2461;tigatiganya presiden serang utama sayap kiri sayap kananbrbrbrberes urus;neutral
2462;kpk bubar enak korupsi tertawa pacul gantung juragan brprabowo subianto indonesia brpilih calon presiden ketua umum partai logika anak buah nurut bos;neutral
2463;salut prabowo gagas indonesia macan asia bangun tidur;neutral
2464;bismillah orang cerdas otak pilih ganjar pranowo;neutral
2465;narasi prabowo usang tinggal zaman ucap prabowo jalan kerja jokowibrseperti ide gagas prabowo era zaman;neutral
2466;buka cerdas anies bawa ganjarbrpenutupan epic prabowo;neutral
2467;jam tonton selesai jam asa seru nontonnya pimpin pilih moga depan bangun negara indonesia negara aspek;positive
2468;ganjar prabowo maju indinesiabrtidak retorika;neutral
2469;gagas bangsa keikhlasanya bangsa rasa jenderal prabowo subianto;positive
2470;prabowo calon presiden prabowo insyaallah iya anies bagus pilih anies bagus;positive
2471;kakak kakak pantun sambung kakak;neutral
2472;sulit percaya brtapi moga pimpin amanah;positive
2473;suruh refleksi langsung basa basi bingung ngigau marah;negative
2474;pokok big ganjar mau anies iya prabowo presiden indonesia;neutral
2475;anies spil gagas introspeksi oke;negative
2476;kakak najwa dewasa banget malas terus debt sindir baik sambung keren alih pertnyaan;negative
2477;butuh presiden tulus negara omong man prabowo menang prabowo;positive
2478;pilih pimpin paham agama apa agama brkarna paham agama sanggup manusia manusia;positive
2479;sulit cari sama tengah beda diskusi milik tuju negara satu republik indonesia adil makmur natural gagas sendiribrsiapapun pilih pilih umum presiden nantisemoga sehat pimpin negara inibr;neutral
2480;konsep slogan usung ubah papar adil bingung nama salam adil;neutral
2481;anies bicara luas lugas luwes santai tata bahasa mudah paham gagas berita terima beliau formula menontom anies pintar wibawa;positive
2482;lisan bahasa tubuh refleksi utama hati pikir;negative
2483;rnuffnspenting implementasi yasudah langsung pilih realistis dongeng biar implementasi ide wacana gaung;neutral
2484;tiga calon presiden anies riwayat didik banyakbrbr studi asia universitas sophia tokyo jepang fakultas ekonomi universitas gajah mada yogyakarta universitas maryland kuliah park amerika northern illinois universitas amerika;neutral
2485;gagas prabowo subianto indonesia amin iya allah;neutral
2486;video saksi lupa calon presiden pilih nntinya moga ucap malam patok ukur lupa ucap;neutral
2487;anies pintar prabowo bryang sesuai gabung nyayaitu pintar ganjar pranowo indonesia majuuuu amin;neutral
2488;wakil suara rakyat iya anies pimpin negara;neutral
2489;prabowo ikhlasbrganjar usaha pointbranis pintar diksi;neutral
2490;anies clear menjawabsangat paham konteks ambil sample laku;positive
2491;anies calon presiden menang ganjar prabowo elekatbilitas anies;neutral
2492;hasil buang triliun milu prabowoganjar versi jokowi versi copas asli periode hemat dana milu;neutral
2493;elektabilitas serang menang serang fitnah dsb suvei sbnrnya anies;neutral
2494;hebat tentu takdir tau rencana tuhan bangsa indonesia depan;positive
2495;prabowo subianto presiden indonesia prabowo kembali harkat martabat bangsa insya allah prabowo presiden;neutral
2496;senyum palsu kes remeh lawan bicara kali argumen;negative
2497;ganjar fisik intelektual warbyasah bismillah mabruk ganjar;neutral
2498;butuh pimpin rakyat bryg butuh pimpin sejahtera rakyat;positive
2499;menang tonton ganjar kagum harap menang harap;neutral
2500;eing mah tertawa sabab sales promo vacum cleaner njrit;neutral
2501;konflik agraria salah satu rempang putus partai ganjar partai menang jawabanya muter;neutral
2502;insyaallah anies presiden indonesia riamin;neutral
2503;ganjar indonesia insyaallah amin allah;positive
2504;anies juta persen duduk indonesia;neutral
2505;manfaat makmur rakyat negeri pilih anies;positive
2506;anies sosok gubernur jakarta bersih korupsi prabowo wajar betsih korupsi pimpin rakyat;neutral
2507;harap warga nu ganjar pranowo pasang prof mahfud mdsaya putar ganjarprof mahfud menangbismillah moga menang bagus ganjarprof mahfud;neutral
2508;tiga layak koalisi bangun negara satu republik indonesia;neutral
2509;wkwkek ganjar kicep poltik identitas;neutral
2510;mudah prabowo pimpin anies pimpin menkomemberikan masuk program strategis pres anies makmur rakyat indonesiasehat prabowo;neutral
2511;prabowo usul bangun shoping center camat lurah tingkat ekonomi;neutral
2512;moga anies prabowo sehat afiat umur berkah amin;positive
2513;tonton ganjar mah presentasi pakai slide;neutral
2514;kakak salsa tanya masjid megah kaum muslimin wilayah masjid kakak salsa ibadah masjid mayoritas muslim saudi arabia masjid italia masjid mewah gedung vatikan;neutral
2515;tanya wujud sila prihatin susah kaum minoritas bangun rumah ibadat;neutral
2516;mumtaz mumtaz tanya bobot kader ngabisin kandidat tanya lihat puas anies orang bersorai tanya bobot nila rendah;neutral
2517;prabowo konsisten semangat basmi korupsi;positive
2518;anies hebat moga anies pimpin indonisio kobah indonisia;positive
2519;mantap gagas prabowo anies ganjar ngambangsorry;neutral
2520;mantap cerdas keren anies baswedan moga presiden pilih;positive
2521;cerdas pintar main cerdaspinter cerdas beda paham;positive
2522;panjdi eras lucu sengat ulara aboutinvalidaa aboutinvalida;neutral
2523;bingung sayabrpilih anies prabowo iya;negative
2524;komen dukungmendukung debat bakal calon presiden komentar tentu presiden ribu komen dukung bakal calon presiden wakil masarakat indonesiabrbrjika bakal calon presiden dukung presiden indonesia terima lapang dada terima nyata negara satu republik indonesia;positive
2525;berat ganjar prabowo lihat bicara prilaku najwa shihab jujur lihat prabowo langsung mikir lihat orang nasionalisme cinta negara serah gagal kali tonton fan prabowo pilih kali pilih bosan pilih;negative
2526;dosen bagi ilmu penting rendah orang;negative
2527;cerdas inovatif pihak rakyat kecilbrdengan acara mata najwa masyarakat nilai pimpin indonesian maju adil damai sejahtera segani negara;positive
2528;anies ganjar orang pintar intelektual pimpin negara jiwa nasionalis cinta tanah air rubah negara prabowo ganjar anies sesuai pimpin indonesia;neutral
2529;merinding dengar anies mereflesikan kaca mudah allah meridhoi niat;negative
2530;masyaallah kakak ganjar tenang bikin adem bicara moga indonesia amin;positive
2531;nyata pilih sulit prabowo anies presiden indonesia solusi prabowo anies anies presiden;neutral
2532;prabowo presiden beliau berwibawaberpengalaman papar simple mud erti cakup;positive
2533;anies pikir cerdas orang cerdas erti sisa hina;positive
2534;orang cerdas negeri orang jujur segelintirjadi jamin pimpin kitab suci sumpah akalin absurdfakta;positive
2535;anies usaha keras bawa jujur adil lingkung politik sulit;positive
2536;cerdasbrkarena omong jujur buktikanbrbisa pura jujur media perangkat kuasa jadibrdan potensi itubrbr purapura pintar susah;positive
2537;karakter berbedabrbr pikir intelektual paham butuh bangsa jiwa berani bangsa mimpi dongeng bangsa brbrbrsilahkan tentu layak bawa indonesia depan;positive
2538;calon calon presiden orang pintartp pintar negara rakyat rakyat cari orang pintar jjr hasil kerja;negative
2539;moga masyarakat menilaimanakah eksekutor sungguh;negative
